Order_Id,Order_Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub_Category,Product Id,cost_price,List _price,Quantity,Discount Percent,total_cost
8271,19-06-2022 00:00,Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Art,OFF-AR-10003602,10,10,2,5,20
9749,19-06-2022 00:00,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,FUR-CH-10003379,650,800,4,2,2600
3119,19-06-2022 00:00,First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Chairs,FUR-CH-10003312,990,1120,5,4,4950
3784,19-06-2022 00:00,Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,OFF-ST-10003716,670,720,4,3,2680
7474,19-06-2022 00:00,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,OFF-AR-10000034,10,10,4,3,40
5340,19-06-2022 00:00,Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Envelopes,OFF-EN-10001509,10,10,6,5,60
8420,20-06-2022 00:00,First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10000636,60,70,4,3,240
7012,20-06-2022 00:00,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,OFF-SU-10003002,10,10,2,3,20
5749,20-06-2022 00:00,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,TEC-AC-10004877,20,20,3,3,60
1189,20-06-2022 00:00,Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,OFF-AP-10004532,70,80,4,5,280
6432,20-06-2022 00:00,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,OFF-BI-10002982,10,10,7,2,70
2995,20-06-2022 00:00,Second Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Binders,OFF-BI-10004654,50,60,4,2,200
7439,20-06-2022 00:00,Second Class,Corporate,United States,Covington,Washington,98042,West,Furniture,Furnishings,FUR-FU-10003832,50,50,5,2,250
26,20-06-2022 00:00,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10001634,10,10,2,5,20
6078,20-06-2022 00:00,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10003399,60,70,2,5,120
9089,20-06-2022 00:00,Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Technology,Phones,TEC-PH-10001433,240,250,3,4,720
4090,20-06-2022 00:00,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,OFF-LA-10001297,20,20,2,2,40
6662,20-06-2022 00:00,Second Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Appliances,OFF-AP-10004336,90,110,2,5,180
4638,20-06-2022 00:00,First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,OFF-AR-10000390,10,10,3,4,30
6627,20-06-2022 00:00,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Machines,TEC-MA-10001127,6440,7000,4,3,25760
651,20-06-2022 00:00,Second Class,Corporate,United States,Vancouver,Washington,98661,West,Technology,Accessories,TEC-AC-10001142,290,320,4,3,1160
2181,20-06-2022 00:00,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10003923,40,40,3,5,120
7391,20-06-2022 00:00,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,FUR-FU-10004017,90,100,5,2,450
9452,20-06-2022 00:00,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,OFF-AP-10002495,160,190,3,5,480
8958,21-06-2022 00:00,First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,TEC-MA-10004626,110,120,2,2,220
9355,21-06-2022 00:00,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,OFF-PA-10001826,20,20,3,4,60
4182,21-06-2022 00:00,Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001539,260,320,4,3,1040
8603,21-06-2022 00:00,Same Day,Home Office,United States,Reno,Nevada,89502,West,Technology,Phones,TEC-PH-10004908,410,480,7,4,2870
5903,21-06-2022 00:00,Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10000157,60,60,3,4,180
3437,21-06-2022 00:00,First Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10003849,20,20,3,3,60
2315,21-06-2022 00:00,Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Appliances,OFF-AP-10002118,400,420,2,2,800
5517,21-06-2022 00:00,Second Class,Corporate,United States,Huntsville,Alabama,35810,South,Technology,Accessories,TEC-AC-10003870,1080,1320,4,4,4320
3655,21-06-2022 00:00,Standard Class,Consumer,United States,Lawrence,Indiana,46226,Central,Office Supplies,Appliances,OFF-AP-10002439,530,640,9,5,4770
7229,21-06-2022 00:00,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10002498,70,90,6,3,420
561,21-06-2022 00:00,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10000069,70,80,7,4,490
2428,21-06-2022 00:00,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,OFF-BI-10003784,0,0,4,4,0
2750,22-06-2022 00:00,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,FUR-CH-10002758,510,590,3,5,1530
8624,22-06-2022 00:00,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,OFF-BI-10004224,110,120,6,5,660
5687,22-06-2022 00:00,Same Day,Consumer,United States,Apopka,Florida,32712,South,Office Supplies,Fasteners,OFF-FA-10000621,10,10,5,4,50
1014,22-06-2022 00:00,Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,FUR-TA-10003748,1410,1620,13,3,18330
3638,22-06-2022 00:00,Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Appliances,OFF-AP-10002457,310,330,4,5,1240
2464,22-06-2022 00:00,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10001553,10,10,2,2,20
1799,22-06-2022 00:00,Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Furnishings,FUR-FU-10003039,200,220,5,2,1000
192,23-06-2022 00:00,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000061,50,50,8,5,400
3298,23-06-2022 00:00,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,OFF-AP-10004708,110,120,4,4,440
8029,23-06-2022 00:00,Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10001932,720,770,4,5,2880
3572,23-06-2022 00:00,Same Day,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10000702,10,10,1,4,10
5283,23-06-2022 00:00,Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,OFF-PA-10001970,40,40,3,3,120
2802,23-06-2022 00:00,First Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10001683,10,10,1,4,10
8126,23-06-2022 00:00,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,OFF-BI-10002049,0,0,3,3,0
6262,23-06-2022 00:00,Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels,OFF-LA-10001158,30,40,4,3,120
5013,23-06-2022 00:00,Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,OFF-BI-10001670,30,30,3,4,90
8469,23-06-2022 00:00,Standard Class,Corporate,United States,Noblesville,Indiana,46060,Central,Furniture,Tables,FUR-TA-10001950,2220,2680,6,5,13320
8591,23-06-2022 00:00,First Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,OFF-EN-10004846,10,10,3,2,30
8155,23-06-2022 00:00,Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Technology,Accessories,TEC-AC-10002842,220,240,2,2,440
1369,23-06-2022 00:00,First Class,Home Office,United States,Pico Rivera,California,90660,West,Furniture,Furnishings,FUR-FU-10001588,140,150,5,4,700
7975,23-06-2022 00:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10001488,220,250,3,3,660
1535,24-06-2022 00:00,Standard Class,Home Office,United States,Laguna Niguel,California,92677,West,Furniture,Bookcases,FUR-BO-10004015,170,200,2,2,340
4156,24-06-2022 00:00,Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,OFF-BI-10000145,0,0,3,4,0
616,24-06-2022 00:00,Second Class,Consumer,United States,Grove City,Ohio,43123,East,Office Supplies,Binders,OFF-BI-10002949,0,0,2,2,0
7341,24-06-2022 00:00,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Chairs,FUR-CH-10000553,60,70,2,5,120
9757,24-06-2022 00:00,Second Class,Consumer,United States,Richmond,Virginia,23223,South,Furniture,Tables,FUR-TA-10002533,260,290,2,5,520
3542,24-06-2022 00:00,First Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10002107,10,10,3,5,30
1540,24-06-2022 00:00,Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,FUR-BO-10002545,690,780,3,4,2070
1279,24-06-2022 00:00,First Class,Corporate,United States,Macon,Georgia,31204,South,Technology,Accessories,TEC-AC-10004209,20,30,3,5,60
4881,24-06-2022 00:00,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,FUR-CH-10000454,850,980,4,5,3400
1501,24-06-2022 00:00,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Paper,OFF-PA-10003823,200,220,9,2,1800
4936,24-06-2022 00:00,Standard Class,Corporate,United States,Lehi,Utah,84043,West,Technology,Phones,TEC-PH-10003356,20,20,3,2,60
993,24-06-2022 00:00,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Fasteners,OFF-FA-10002983,10,10,3,5,30
741,24-06-2022 00:00,Standard Class,Home Office,United States,Naperville,Illinois,60540,Central,Office Supplies,Storage,OFF-ST-10002743,250,270,3,2,750
8799,24-06-2022 00:00,Standard Class,Home Office,United States,Burlington,Vermont,5408,East,Technology,Phones,TEC-PH-10002555,1170,1290,5,5,5850
9787,24-06-2022 00:00,Same Day,Consumer,United States,Hampton,Virginia,23666,South,Furniture,Chairs,FUR-CH-10004754,130,150,5,4,650
9257,24-06-2022 00:00,Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Binders,OFF-BI-10004728,10,10,2,4,20
7293,24-06-2022 00:00,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Machines,TEC-MA-10001856,590,650,2,4,1180
1214,24-06-2022 00:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10002432,0,0,2,5,0
3773,24-06-2022 00:00,Second Class,Consumer,United States,Columbia,South Carolina,29203,South,Technology,Accessories,TEC-AC-10000023,50,60,3,5,150
2847,24-06-2022 00:00,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10003527,680,760,3,3,2040
5456,24-06-2022 00:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,OFF-AR-10003056,10,10,2,5,20
4127,24-06-2022 00:00,First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,OFF-AR-10003179,50,50,6,4,300
8900,25-06-2022 00:00,Second Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,OFF-LA-10004545,20,30,2,5,40
9216,25-06-2022 00:00,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10004451,30,30,5,5,150
8021,25-06-2022 00:00,First Class,Consumer,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,OFF-PA-10001838,10,10,2,4,20
5507,25-06-2022 00:00,Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10000167,50,60,2,5,100
182,25-06-2022 00:00,Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Technology,Accessories,TEC-AC-10004659,380,410,7,3,2660
8927,25-06-2022 00:00,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Furniture,Tables,FUR-TA-10004256,570,630,3,4,1710
5541,25-06-2022 00:00,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10003274,0,0,2,5,0
9121,25-06-2022 00:00,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10000210,90,100,5,2,450
8470,25-06-2022 00:00,Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South,Furniture,Bookcases,FUR-BO-10001972,340,390,4,2,1360
8561,25-06-2022 00:00,Second Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Phones,TEC-PH-10004912,110,130,3,2,330
2323,26-06-2022 00:00,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,OFF-BI-10001072,60,60,4,2,240
2189,26-06-2022 00:00,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Furnishings,FUR-FU-10003708,100,120,2,3,200
7422,26-06-2022 00:00,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10003641,110,130,2,2,220
2439,26-06-2022 00:00,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Paper,OFF-PA-10002259,30,40,4,2,120
395,26-06-2022 00:00,Standard Class,Home Office,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,OFF-BI-10004492,60,80,3,3,180
5998,26-06-2022 00:00,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Tables,FUR-TA-10003008,260,330,3,4,780
8580,26-06-2022 00:00,Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Labels,OFF-LA-10002368,0,0,1,4,0
4460,26-06-2022 00:00,First Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,FUR-FU-10001979,30,30,1,4,30
1168,26-06-2022 00:00,Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10004952,90,110,2,2,180
975,26-06-2022 00:00,Second Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10003555,150,160,7,4,1050
6656,26-06-2022 00:00,Standard Class,Home Office,United States,Gilbert,Arizona,85234,West,Technology,Accessories,TEC-AC-10001114,30,30,1,2,30
1622,26-06-2022 00:00,Standard Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Labels,OFF-LA-10003930,730,790,8,5,5840
3584,26-06-2022 00:00,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Furniture,Tables,FUR-TA-10003569,660,800,2,2,1320
7348,26-06-2022 00:00,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,FUR-CH-10000225,50,60,1,5,50
9626,26-06-2022 00:00,First Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,Bookcases,FUR-BO-10000780,340,410,3,5,1020
7880,26-06-2022 00:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Tables,FUR-TA-10003392,300,340,2,4,600
9734,26-06-2022 00:00,Standard Class,Corporate,United States,Hampton,Virginia,23666,South,Office Supplies,Paper,OFF-PA-10000246,20,20,2,5,40
3977,26-06-2022 00:00,First Class,Consumer,United States,Richmond,Virginia,23223,South,Furniture,Furnishings,FUR-FU-10003731,30,40,4,5,120
2399,26-06-2022 00:00,Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,OFF-AR-10000246,20,20,6,3,120
4813,27-06-2022 00:00,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,TEC-CO-10004115,1080,1200,4,2,4320
2853,27-06-2022 00:00,Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,FUR-FU-10000409,10,10,1,5,10
932,27-06-2022 00:00,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Paper,OFF-PA-10004971,10,10,3,2,30
2793,27-06-2022 00:00,First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,OFF-PA-10000029,10,10,1,5,10
1411,27-06-2022 00:00,Standard Class,Home Office,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Labels,OFF-LA-10003923,20,20,2,2,40
5979,27-06-2022 00:00,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Furniture,Tables,FUR-TA-10001039,340,430,5,4,1700
8039,27-06-2022 00:00,Second Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,FUR-BO-10003966,390,440,3,5,1170
3918,27-06-2022 00:00,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10003350,10,10,4,3,40
2094,27-06-2022 00:00,Second Class,Consumer,United States,Farmington,New Mexico,87401,West,Office Supplies,Supplies,OFF-SU-10004498,10,10,1,3,10
8353,27-06-2022 00:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10003684,30,30,4,5,120
8106,27-06-2022 00:00,First Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,FUR-BO-10001601,80,90,1,4,80
5807,27-06-2022 00:00,Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,OFF-PA-10002195,10,10,3,4,30
903,28-06-2022 00:00,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10004536,260,320,3,2,780
919,28-06-2022 00:00,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,OFF-EN-10000056,130,150,3,4,390
3968,28-06-2022 00:00,First Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,OFF-BI-10003638,30,40,7,3,210
1086,28-06-2022 00:00,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Machines,TEC-MA-10003979,4360,4900,7,5,30520
8399,28-06-2022 00:00,Second Class,Home Office,United States,Springfield,Ohio,45503,East,Furniture,Chairs,FUR-CH-10001973,130,160,2,4,260
4494,28-06-2022 00:00,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10001972,30,40,7,5,210
8595,28-06-2022 00:00,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Phones,TEC-PH-10004094,440,500,4,5,1760
8698,28-06-2022 00:00,Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Furniture,Furnishings,FUR-FU-10004351,30,30,4,4,120
8245,28-06-2022 00:00,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10002878,80,90,3,3,240
1210,28-06-2022 00:00,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10004999,30,40,7,4,210
2245,28-06-2022 00:00,Standard Class,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Fasteners,OFF-FA-10004248,10,10,2,2,20
5619,28-06-2022 00:00,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10004186,400,440,4,4,1600
1499,28-06-2022 00:00,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10003981,20,20,5,5,100
7459,28-06-2022 00:00,First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,FUR-FU-10001468,1020,1200,7,3,7140
42,28-06-2022 00:00,Standard Class,Corporate,United States,Naperville,Illinois,60540,Central,Technology,Phones,TEC-PH-10004093,140,150,4,3,560
2470,28-06-2022 00:00,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,OFF-ST-10001291,20,20,1,4,20
6012,29-06-2022 00:00,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,OFF-EN-10003296,230,270,3,4,690
4415,29-06-2022 00:00,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,OFF-BI-10003925,360,390,1,5,360
4218,29-06-2022 00:00,First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10003894,390,480,8,2,3120
994,29-06-2022 00:00,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,OFF-PA-10003625,120,150,5,2,600
6998,29-06-2022 00:00,Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,OFF-PA-10004475,150,180,4,3,600
2138,29-06-2022 00:00,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Binders,OFF-BI-10002954,0,0,4,4,0
4203,29-06-2022 00:00,Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002254,170,180,7,3,1190
4455,29-06-2022 00:00,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10002486,20,30,4,5,80
3377,29-06-2022 00:00,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Chairs,FUR-CH-10002965,290,360,2,5,580
3775,29-06-2022 00:00,Second Class,Consumer,United States,Miami,Florida,33180,South,Technology,Accessories,TEC-AC-10002001,350,380,3,2,1050
5429,29-06-2022 00:00,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10003455,50,50,3,4,150
7783,29-06-2022 00:00,Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,OFF-ST-10003442,40,50,2,2,80
303,29-06-2022 00:00,Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Binders,OFF-BI-10002706,10,10,1,4,10
8487,29-06-2022 00:00,Standard Class,Home Office,United States,Fresno,California,93727,West,Office Supplies,Paper,OFF-PA-10001144,90,110,2,4,180
958,29-06-2022 00:00,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10004465,0,0,2,5,0
9428,29-06-2022 00:00,Standard Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Furnishings,FUR-FU-10003268,170,200,5,2,850
1619,29-06-2022 00:00,Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10000352,60,60,2,5,120
8184,29-06-2022 00:00,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,FUR-FU-10001918,0,0,1,4,0
9099,29-06-2022 00:00,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Phones,TEC-PH-10002085,350,370,7,2,2450
819,29-06-2022 00:00,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003094,0,0,3,2,0
6814,29-06-2022 00:00,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10001057,110,130,8,2,880
1707,29-06-2022 00:00,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,OFF-LA-10003077,40,40,6,3,240
160,30-06-2022 00:00,Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Technology,Phones,TEC-PH-10004536,870,940,7,5,6090
6908,30-06-2022 00:00,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,TEC-PH-10002584,860,1000,2,2,1720
3587,30-06-2022 00:00,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10002053,10,10,2,4,20
117,30-06-2022 00:00,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,OFF-EN-10002504,120,130,6,5,720
3915,30-06-2022 00:00,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Tables,FUR-TA-10001932,750,800,5,3,3750
477,30-06-2022 00:00,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10003465,90,90,5,4,450
3832,30-06-2022 00:00,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Furniture,Furnishings,FUR-FU-10004017,70,80,3,3,210
1693,30-06-2022 00:00,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10004020,20,20,5,3,100
2846,30-06-2022 00:00,First Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,OFF-AR-10001958,50,50,3,5,150
3103,30-06-2022 00:00,Second Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,Bookcases,FUR-BO-10003660,210,220,1,2,210
880,30-06-2022 00:00,Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003984,60,70,3,3,180
2208,30-06-2022 00:00,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Technology,Phones,TEC-PH-10001552,40,40,4,4,160
4401,30-06-2022 00:00,Same Day,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Appliances,OFF-AP-10002945,850,900,3,2,2550
3653,01-07-2022 00:00,Second Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,OFF-BI-10001636,30,30,4,3,120
659,01-07-2022 00:00,Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,OFF-BI-10004654,0,0,2,5,0
9020,01-07-2022 00:00,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Technology,Accessories,TEC-AC-10001314,90,100,2,5,180
6356,01-07-2022 00:00,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10000642,70,80,5,3,350
9538,01-07-2022 00:00,First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10002613,380,480,2,4,760
1985,01-07-2022 00:00,Second Class,Corporate,United States,Brentwood,California,94513,West,Furniture,Furnishings,FUR-FU-10001940,20,20,3,2,60
3996,01-07-2022 00:00,Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Chairs,FUR-CH-10002084,730,860,7,4,5110
343,01-07-2022 00:00,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,OFF-FA-10002780,20,30,13,4,260
9120,01-07-2022 00:00,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Labels,OFF-LA-10000452,20,20,7,2,140
2106,01-07-2022 00:00,Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,OFF-PA-10004888,20,20,3,2,60
6511,01-07-2022 00:00,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10004156,30,30,3,2,90
3465,02-07-2022 00:00,Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Accessories,TEC-AC-10001990,40,50,1,2,40
2611,02-07-2022 00:00,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,OFF-LA-10000248,10,10,2,3,20
9654,02-07-2022 00:00,Standard Class,Home Office,United States,Tucson,Arizona,85705,West,Technology,Accessories,TEC-AC-10001874,90,100,2,5,180
6879,02-07-2022 00:00,Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,OFF-PA-10003001,10,10,1,5,10
3619,02-07-2022 00:00,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10002185,10,10,1,5,10
